session_name,paper_id,title,authors,institutions,abstract,pdf_url,pdf_available,doi,page_number,received_date,accepted_date
WEP - Poster Session 2,WEP46,Mechanical engineering design of the Diamond-II injection systems,,,"This work presents the mechanical engineering design of the Diamond-II injector, which includes a new low-emittance booster with combined function magnets, modifications to the existing transfer lines and a novel storage ring injection scheme. The latter features two alternative schemes: the first scheme is based on a traditional four-kicker closed bump paired with a novel in-vacuum thin septum, combined with an in-air permanent magnet thick septum. This arrangement will be used for commissioning and initial fill of the ring; the second scheme, used for top-up during user operation, aims to deliver transparent injection and it is based on innovative strip line kickers.W. Tizzano, A. Shahveh, C. Bailey, D. Grenville, I. Martin, M. Cox, S. Ahamad, T. Lockwood, V. Zhiltsov  Diamond Light Source",https://meow.elettra.eu/88/pdf/WEP46.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP46,240,,
WEP - Poster Session 2,WEP47,Mechanical evaluation and CAD modeling for MAX,,,"ᵁ: MAXIV storage ring upgrade244MAX 4U is an upgrade project of the MAX IV 3 GeV storage ring, to be realized by the early 2030’s in Lund, Sweden. The goal of the upgrade is to reduce the horizontal electron beam emittance to below 100 pm.rad. A new magnet lattice will be used to achieve this goal. Many different scenarios for different lattices are evaluated from the mechanical engineering aspect to serve as input for the final lattice choice. In this paper, we describe the method used to build CAD-models for the evaluation work and how the components are affected, both mechanical and thermal loads on the vacuum system from the new synchrotron radiation power.K. Åhnberg, A. Andersson, A. Martinez Carboneres, E. Al-Dmour, M. Grabski, P. Tavares  MAX IV Laboratory",https://meow.elettra.eu/88/pdf/WEP47.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP47,4,,
WEP - Poster Session 2,WEP48,"Mechanical structure upgrade of the Pivot KB mirror system for improved vibration and stabilityAt this conference, we introduce an upgraded Kirkpatrick–Baez (KB) mirror system developed by the Pohang Accelerator Laboratory (PAL) for the PLS-II beamline. PAL is also actively involved in designing KB mirrors for the upcoming Korea",,,"GSR project, aiming to enhance the overall stability and precision of synchrotron beamline optics. To address vibration and axis instability, the KB mirror structure originally designed for PLS-II has undergone major mechanical improvements. Key upgrades include ultra-high vacuum (UHV) actuators, Inconel 718-based cartwheel mechanisms for pitch and yaw axes, and cross-roller guide systems. These enhancements improve structural rigidity, enable precise angular adjustments, and suppress vibration transmission, achieving sub-micron positioning accuracy. The system is now being installed on the PLS-II beamline, with commissioning planned to demonstrate compound-axis control and beam reproducibility. In parallel, research is underway to explore alternative cartwheel materials for further performance optimization. We look forward to presenting the enhanced Pivot KB Mirror and related technologies from PLS-II and Korea 4GSR at this conference.M. Park, G. Lee, S. Kim, S. Kim, J. Park, K. Kim, H. Kim  Pohang Accelerator Laboratory",https://meow.elettra.eu/88/pdf/WEP48.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP48,4,,
WEP - Poster Session 2,WEP49,Mechanical system of the double-period undulator prototype for SHINE,,,"The Shanghai High repetition rate XFEL and Extreme light facility (SHINE) is under construction and aims at generating X-rays between 0.4 and 25 keV with three FEL beamlines at repetition rates of up to 1 MHz [1-3]. The three FEL beamlines of the SHINE are referred to as the FEL-I, FEL-II, and FEL-III. Shanghai Advanced Research Institute(SARI) will manufacture 14 double-period undulators for the FEL-II. The double-period undulator is equipped with two rows of magnetic array of different period lengths on the same girder, and magnetic force compensation is achieved by translating the upper and lower magnetic array with a certain longitudinal offset. A double-period undulator prototype has been developed by SARI. This paper describes the design, simulation, and measurement results of mechanical system.S. Xiang, H. Deng, J. Yang, S. Zhou, T. Zhen, W. Zhang, Y. Zhu, Y. Lei, Z. Jiang  Shanghai Advanced Research Institute",https://meow.elettra.eu/88/pdf/WEP49.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP49,247,,
WEP - Poster Session 2,WEP50,Mockup assembly of an SRF module: spaceframe as tooling and structural support for highly HOM-damped cavities,,,"To support the VSR cavities with five protruding waveguides, a space frame was engineered to serve a dual purpose: providing structural support and functioning as tooling during assembly. This space frame facilitates cavity rotation in the cleanroom, simplifying the installation of HOM loads and fundamental power coupler components. Designed specifically for the particular cavity geometry, the space frame has a diameter of about 1500 mm and provides axial and radial support for the cavity, along with its ancillaries, magnetic and thermal shields, and piping. A mock-up assembly was conducted to evaluate the design’s functionality, assessing key aspects such as rotation and railing performance, cavity support and alignment, and the mountability and stability of ancillary components.N. Wunderer, A. Frahm, D. Böhlick, F. Pflocksch, F. Glöckner, H. Plötz, N. Ohm, S. Wiese, V. Dürr, K. Schemmel, D. Wolk, M. Schuster  Helmholtz-Zentrum Berlin für Materialien und EnergieA. Velez  Helmholtz-Zentrum Berlin für Materialien und Energie, Helmholtz-Zentrum Berlin für Materialien und Energie; TU Dortmund University, TU Dortmund UniversityJ. Knobloch  Helmholtz-Zentrum Berlin für Materialien und Energie; University of Siegen, Helmholtz-Zentrum Berlin für Materialien und Energie, University of Siegen",https://meow.elettra.eu/88/pdf/WEP50.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP50,250,,
WEP - Poster Session 2,WEP51,NMX neutron instrument installation in the bunker area at the European Spallation SourceThe European Spallation Source (ESS) is currently in the process of designing and installing,,,"neutron beamlines, each aimed at supporting a diverse range of experimental techniques. These beamlines will provide scientists from various fields with unprecedented opportunities for groundbreaking research. The installation of the beamlines presents significant challenges, as both the infrastructure and the beamlines themselves are being planned and constructed concurrently, but at different stages. One of the most complex areas for beamline installation is the so-called ""bunker area,"" which is located closest to the neutron source which is highly radioactive. From here, all instrument ports are radially distributed in close proximity to neighboring scientific instruments that host the neutron experimental stations. This poster aims to illustrate the installation process of the NMX beamline within the bunker area, highlighting the engineering challenges faced during the installation.R. Camilleri Lledo, D. Lundström, E. Oksanen, G. Aprigliano  European Spallation Source",https://meow.elettra.eu/88/pdf/WEP51.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP51,15,,
WEP - Poster Session 2,WEP52,"Optical metrology of SOLEIL II prototype long focal bendable mirrorIn preparation for the SOLEIL storage ring upgrade, the SWING beamline has replaced its bendable vertically focusing optic with a state of the art mirror. Acceptance tests were conducted at SOLEIL’s Optical Metrology Laboratory. Driven by two stepper motors with absolute encoders, the mirror enables precise torque control and a wide range of elliptical shapes. This presentation will cover interferometric measurements, motor motion characterization, surface quality assessments, mirror shaping strategies, and calibration for beamline integration. We will detail the use of tiling and stitching methods on a Fizeau interferometer to characterize surfaces with slope errors below",,,".1 µrad, crucial for next-generation synchrotron sources. The impact of vibrations and temperature variations on measurements will be discussed, along with mitigation techniques. We will also present topography results, statistical analyses, and the installation process, concluding with initial beamline performance results.C. Wozniak, C. Vascart, D. Dennetiere, J. Perez, T. Moreno  Synchrotron soleil",https://meow.elettra.eu/88/pdf/WEP52.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP52,0,,
WEP - Poster Session 2,WEP53,PETRA IV: Frontend designNew frontends are required to upgrade the PETRA accelerator to the,,,"th generation. The design is based on the original design concept developed for the photon beamline frontends at PETRA III. The newly designed frontends aimed at using the same proven components and minimizing of the number of girder variations. In addition, a lot of the old components (complete girder) can be used for the new beamlines. A total of 36 new frontends are required for the PETRA IV project, which are divided into the types of 28 Frontends for single beamlines, 6 Frontends for 5 mrad canting and, 2 Frontends for 1.5 mrad canting. The frontends will be installed over four different experimental halls, so that the last part of the system has to be adapted accordingly. On the accelerator girder, the frontend is assembled as a complete string to minimize assembly times on the accelerator girder. Furthermore, the calibration of individual components prior to installation enables a substantial reduction in measurement and set-up times on the accelerator girder. A further benefit is that the entire assembly of the individual strings can be carried out in a cleanroom environment.B. Steiniger, H. Bienert, M. Sprung, N. von Bargen, M. Hesse  Deutsches Elektronen-Synchrotron DESY",https://meow.elettra.eu/88/pdf/WEP53.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP53,4,,
WEP - Poster Session 2,WEP54,Precision by design: The eight-piece quadrupole method for high-precision pole tip placementThe,,,"-piece quadrupole method, developed and patented by the Advanced Photon Source (APS) for APS-Upgrade magnets, is a manufacturing and assembly technique in which magnet pole tips and core quarters are machined separately to standard machining tolerances and bolted together during assembly. The APS-U was able to avoid traditional methods of high precision machining to achieve high positional accuracy, which is costly, difficult and time consuming. By using standard machining tolerances and the 8-piece quadrupole method, magnets were assembled to precise mechanical tolerances, ensuring the resulting magnetic field met specification. This approach allowed mechanical assembly, rather than precise machining, to drive the magnetic field performance. The modular design allowed for fine adjustments, ensuring the pole tip and core could be manipulated to achieve the prescribed tolerance. As a result, APS-U production using the 8-piece method met the required quality standards.N. Bechtold  Advanced Photon Source, Argonne National LaboratoryA. Jain  Advanced Photon Source; Argonne National Laboratory, Advanced Photon Source, Argonne National LaboratoryM. Jaski  Argonne National Laboratory; Advanced Photon Source, Advanced Photon Source, Argonne National Laboratory",https://meow.elettra.eu/88/pdf/WEP54.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP54,8,,
WEP - Poster Session 2,WEP55,Progression of the development of a four-crystal monochromator for PETRA IV,,,"The development of a four-crystal monochromator (4CM) represents a crucial step in advancing beamline instrumentation for PETRA IV, DESY’s upcoming ultralow-emittance synchrotron source. Conceived to fulfil the stringent requirements of fourth generation light sources, the 4CM as a device without high heat load should provide exceptional energy resolution, achieving a small energy bandwidth and stability while preserving beam quality. The poster presents the ongoing development of 4CM designed specifically for PETRA IV. Two different beamlines will be discussed and compared. Our approach focuses on optimizing the crystal arrangement, vibration control and precise alignment to achieve excellent energy resolution, band width selection and intensity. Utilizing silicon crystals in a channel-cut configuration, the monochromator ensures high mechanical stiffness and robust control, enabling stable operation over a wide energy range. In addition, the engineering challenges and solutions encountered during the design phase, including thermal management and mechanical stability, are outlined.J. Raabe, J. Rauß, D. Weschke, W. Roseker, M. Sprung, O. Seeck  Deutsches Elektronen-Synchrotron DESY",https://meow.elettra.eu/88/pdf/WEP55.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP55,254,,
WEP - Poster Session 2,WEP56,Progress of front ends at HALFHefei Advanced Light Facility (HALF) is a,,,"th generation synchrotron radiation facility building in Hefei, with a 2.2 GeV storage ring perimeter of 479.86 m and 40 straight sections. In phase I, 11 front ends will be installed, including 10 undulator front ends and 1 bending magnet front end. 10 undulator beamlines will be open to users, while the bending magnet will be used for machine study. The undulator front end will receive 17.3 kW/mrad2 of peak power density and 4.7 kW of the total power. These front ends adopt a common modular design, which is based on compatibility with various front ends. The difference lies in the selection of individual components and the variations in parameters. In this paper, the designs and the progress of HALF front ends are presented.M. Chen  Zhejiang Institute of Photoelectronics & Zhejiang Institute for Advanced Light SourceC. Wang  National Synchrotron Radiation LaboratoryJ. Chen, S. Wei, X. Du, Y. Peng  University of Science and Technology of China, National Synchrotron Radiation Laboratory, National Synchrotron Radiation Laboratory; University of Science and Technology of China",https://meow.elettra.eu/88/pdf/WEP56.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP56,4,,
WEP - Poster Session 2,WEP57,"Stitching Fizeau interferometry for X-ray optics metrology at MAX IVPrecise metrology of synchrotron optics is essential for maintaining the performance of X-ray beamlines at diffraction-limited storage rings. We are developing a stitching Fizeau interferometer system designed to measure large synchrotron X-ray mirrors and gratings. Using a stitching approach, the system will provide full-aperture measurements of curved and flat surfaces, with sub-nanometre accuracy over lengths up to",,,".75 m. The system will integrate a stable Fizeau interferometer with a motorized, multi-axis positioning platform, enabling automated scanning and acquisition across large optical surfaces presented sideways. Surface maps will be reconstructed from individual sub-aperture measurements using advanced algorithms, including using the PyLost software developed at ESRF. The design focuses on minimizing environmental noise, optical aberrations, and mechanical drift to ensure repeatable and reliable measurements. At MAX IV, the system will strengthen in-house capabilities in optical metrology. It will support the inspection of new mirror substrates before installation, the monitoring of ageing optics already in operation, and the optimization of mounting strategies.M. Lebugle, L. Pickworth, J. Selberg, M. Alcocer, M. Andersson, P. Sondhauss, J. Adell, J. González  MAX IV Laboratory",https://meow.elettra.eu/88/pdf/WEP57.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP57,0,,
WEP - Poster Session 2,WEP58,Structural design of the injection and extraction electrostatic septum of PREF,,,"Proton Radiation Effects Facility (PREF) is a dedicated accelerator generating 10-60 MeV proton beams for studying space radiation impacts on satellites and optoelectronics. To achieve a compact and cost-effective synchrotron (circumference of 18 m), an electrostatic septum system was developed, delivering uniform fields of 72 kV/cm (injection) and 135 kV/cm (extraction) at 350 mm and 730 mm installation spacing, respectively, in a 1×10⁻⁸ Pa·m³/s vacuum .The system enables ±15 mm adjustment range for both the anode and high-voltage cathode with accuracy within 0.1 mm, while the use of adaptive high-voltage feed-in method ensures stable electrical contact and eliminates mechanical stress during conditioning. Considering the mechanical properties and the bending constraints of the cutting plate, an array of 0.1mm arched tungsten wire ribbons arranged with small spacing were adapted for the structural design. Lab tests confirm the design's superior compliance with physical requirements, and two years of operation demonstrate the devices' high stability and long-term reliability.Y. Pan, Y. Zheng, Y. Lang, L. Zhang, X. Xu, H. Lu, H. Niu, W. Chen  Institute of Modern PhysicsY. Cong, J. Zhang  Institute of Modern Physics, Chinese Academy of SciencesZ. Yao  Lanzhou University",https://meow.elettra.eu/88/pdf/WEP58.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP58,257,,
WEP - Poster Session 2,WEP62,The girder system prototype for the ALBA II storage ring,,,"ALBA Synchrotron is developing an upgrade project for transforming its accelerator into a diffraction limited storage ring, with twenty-fold reduction of the emittance. The upgrade will be executed before the end of the decade, profiting at maximum all existing infrastructures, as the tunnel, and renewing SR elements such as magnets, vacuum chambers and girders. This paper presents the design status of the new girder system required for supporting the new magnets array of the Alba II lattice, which more than doubles in quantity. Design requirements include positioning accuracy between adjacent magnets of 50 µm, to enable repositioning the magnets due to long term deformation of the slab, ensuring the vibrational stability of the components on top and modular construction to minimize the installation time, dividing each of the 16 arcs into modules with all the subsystems preassembled, providing easiness in the assembly, transportation and final installation. A dedicated project was awarded to build prototypes for ALBA II machine. Two girder prototypes are currently being constructed in order to check their full functionality and are expected to be tested by the end of this year.J. Boyer  ALBA Synchrotron Light Source, ALBA Synchrotron (Spain)L. Ribó Mor, N. Gonzalez, B. de Abreu Francisco, P. Salmeron Roma, C. Colldelram  ALBA Synchrotron (Spain)",https://meow.elettra.eu/88/pdf/WEP62.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP62,263,,
WEP - Poster Session 2,WEP63,Thermal analysis of front end vacuum components & mirror for IVU,,,"beamline at the Korea-4GSRCurrently under construction in Ochang, Chungcheongbuk-do, Korea-4GSR is a 4GeV, 4th Generation Synchrotron Light Source. The front end is being designed to pass the powerful synchrotron radiation generated by the insertion device. High heat load components have hence been customized to meet the requirements of beamline users and account for the thermomechanical limits of materials. In the analysis of the 4GSR beamline device, the values of IVU24, which has the largest beam intensity, were used, and the specifications for securing the safety of the front end device were determined. In the case of devices that come into direct contact with the beam, the flow rate and cooling passage structure were determined so that the convection coefficient could be increased under conditions that did not cause significant vibration. And cooling system optimization analysis was conducted to minimize the slope error of the mirror, and as a result, partial cooling according to the footprint size resulted in the best slope error value. In this paper, we describe the characteristics and analysis results of the front end and mirror.S. Kim, H. Choi, J. Kim, J. Park, K. Kim, Y. Yun  Pohang Accelerator Laboratory",https://meow.elettra.eu/88/pdf/WEP63.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP63,24,,
WEP - Poster Session 2,WEP64,Thermal fatigue tests on CuCrZr photon shutters,,,"The CuCrZr alloy has emerged as a preferred material for thermal absorbers in synchrotron light sources, bal-ancing mechanical strength, thermal conductivity, and cost-effectiveness. However, thermal fatigue design criteria for CuCrZr components under high-intensity X-ray beam exposure are not well established. This gap exists due to a lack of experimental data from test specimens subjected to several thousand cycles of localized high temperatures exceeding 300 °C. To address this gap, thermal fatigue tests were conducted on three CuCrZr photon shutters at the NSLS-II instrumentation front end. The experimental setup, receiving an X-ray beam from an undulator, provided a peak power density ranging from 19.95 W/mm² to 38.80 W/mm² on the photon shutters’ surfaces. Within the beam footprints, calculated peak temperatures ranged from 326.8 °C to 416.5 °C. This paper presents the experimental setup, the test results, and finite element analyses of the thermomechanical response of the photon shutters. Based on both experimental and analytical findings, thermal design guidelines are proposed for CuCrZr absorbers, masks, and photon shutters.S. Sharma, F. DePaola, G. Wang, J. Grandy, M. Johanson, R. Faussete, R. Todd  Brookhaven National Laboratory",https://meow.elettra.eu/88/pdf/WEP64.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP64,267,,
WEP - Poster Session 2,WEP65,Thermal stability of the Diamond storage ring,,,"This presentation explores the thermal stability of the Diamond storage ring, highlighting significant air temperature variations both spatially and temporally. To monitor component temperatures, 34 Pt1000 temperature sensors have been installed across three girders within the same cell. Observations indicate a 0.5°C increase in girder temperature during machine startup, primarily due to a rise in magnet temperature of up to 2.5°C when powered, while beam presence has minimal impact on machine temperature. This data has been instrumental in informing the development and analysis models for Diamond-II. Additionally, sensors installed on two Diamond EBPM columns provide targeted analysis to enhance Diamond-II beam stability.E. Rippin  Diamond Light Source",https://meow.elettra.eu/88/pdf/WEP65.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP65,271,,
WEP - Poster Session 2,WEP66,Upgrade tuning system,,,"rd harmonic cavity SLS 2.0As part of the SLS2.0 upgrade, it was foreseen to upgrade the tuning system of the 3rd harmonic cavity of the storage ring. The complete tuning system is installed in an isolation vacuum and has direct contact to a 4 Kelvin source, which means all components have to perform in cryogenic conditions. The existing system comprised of a standard stepper motor and a coated spindle with two hard-stops at both ends. The new installed tuning system offers now better adapted stepper motor including temperature sensor and position encoder. The spindle was also changed to a roller-bearing system. To design the mechanical setup we analyzed the required forces which are required to deform the superconducting Niobium-coated copper cavities. The torque of the motor is multiplied by a lever-arm system and the pitch of the roller-bearing. Based on this analysis, we designed and purchased the complete mechanism which was then successfully installed and integrated into the SLS2.0 environment. On the poster I will lay out the analysis, findings and solutions to share it with the community with similar systems.R. Fortunati, A. Citterio, M. Schneider, M. Dällenbach, R. Rotundo  Paul Scherrer Institute",https://meow.elettra.eu/88/pdf/WEP66.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP66,3,,
WEP - Poster Session 2,WEP69,Mechanical aspects of a magnetic measurement setup for superconducting undulators at European XFELThe European XFEL is developing superconducting undulators (SCUs) and planning their implementation with the goal of generating extremely hard X-rays with energies exceeding,,,"keV. A key component for the development and quality assurance of SCU coils is SUNDAE1, a vertical liquid helium bath test stand designed for training SCU coils and measuring their magnetic field profiles. This contribution presents the mechanical design and commissioning of a sledge equipped with Hall probes that travel along precisely machined rails, as well as a high-resolution linear motion system that guides the sledge via a rod—both developed specifically for accurate magnetic field profile measurements.P. Ziolkowski, A. Nandawadekar, A. Doosti, E. Fioresi  European X-Ray Free-Electron LaserS. Casalbuoni, T. Schmidt  European XFEL GmbH, European X-Ray Free-Electron Laser",https://meow.elettra.eu/88/pdf/WEP69.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP69,40,,
WEP - Poster Session 2,WEP70,"Optimization of a bending mirror system for dynamic focusingIn this paper, we present the preliminary development and optimization of a bending mirror system conducted as a preparatory study for the Shenzhen Superconducting Soft X-ray Free-Electron Laser (S",,,"FEL). A prototype of the dynamic bending system is fabricated for experimental validation. It is designed to bend a flat mirror to 500 m radius of curvature (360 m RoC experimentally achieved eventually). Surface quality of the mirror before and after then bending are characterized in a cleanroom to minimize environmental disturbances. The bending system was mounted on the granite base of a long-trace profiler (LTP) for high-precision metrology. Two technical approaches are explored on this system. The first involved a coarse force estimation method based on analytical bending formulas, combined with manual fine tuning. The second employed a surrogate model constructed through transfer learning-based neural networks to enable rapid prediction and inverse optimization of actuator forces. Experimental evaluations of both approaches confirm the system’s capability to achieve large-range curvature modulation while maintaining sub-microradian slope precision.M. Wu, Q. Zhu, Z. Wen, J. Luo, Y. Liang, Q. Li  Institute of Advanced Science Facilities, Shenzhen, Institute of Advanced Light Source Facilities ShenzhenB. Sun  Dalian Institute of Chemical Physics, University of Chinese Academy of Sciences, State Key Laboratory of Chemical Reaction DynamicsW. Zhang  Dalian Institute of Chemical Physics, State Key Laboratory of Chemical Reaction Dynamics, Institute of Advanced Light Source Facilities Shenzhen",https://meow.elettra.eu/88/pdf/WEP70.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP70,3,,
WEP - Poster Session 2,WEP71,Removal and installation plans for the SOLEIL II upgrade,,,"The SOLEIL synchrotron, which has been open to the scientific community since 2008, will benefit from an upgrade aimed at improving the brilliance, coherence, and flux of the X-ray beam delivered. This will make it possible to follow biological processes or the functioning of devices operating at sub-millisecond timescales at nanometric resolution, while sharply reducing the detection limit for trace elements. The accelerators (booster and storage ring) will be completely renewed, while the existing tunnels. In addition, six beamlines will be relocated to other places in the experiment hall. A 24-month ""dark period"" is planned to bring the SOLEIL II program to a successful conclusion. This article presents the strategic plans being developed for dismantling the current accelerators, installing the upgraded components of the new accelerators (girders, magnets, vacuum chambers, electrical and fluid servitudes), and move the six beamlines (radiation protection hutchs and equipments). Prioritizing a cost-effective and time-efficient approach, we began planning by focusing on optimizing spaces and equipment movements necessary for the upgrade process.G. Baranton, A. Carcy, C. De Oliveira, F. Trias, N. Bechu  Synchrotron soleil",https://meow.elettra.eu/88/pdf/WEP71.pdf,True,https://doi.org/10.18429/JACoW-MEDSI2025-WEP71,279,,
WEP - Poster Session 2,WEP72,"Optimized design of a mechanical clamping device for surface shape testingClamping-induced deformation of the double-crystal monochromator (DCM) is a critical issue that urgently requires resolution. Due to challenges posed by high-radiation and ultra-high-vacuum environments, current DCM clamping devices rely heavily on computer simulations and lack support from measured data. To address this problem, we have developed a real-time clamping force acquisition device to measure surface shape changes of optical components under different clamping forces. In the offline state, interferometry is used to quantify relationships between clamping force and surface peak-to-valley (PV) as well as root mean square (RMS) values. In the online state,",,,"D detectors and orthogonal analyzer crystals enable direct observation of Dumond diagrams of the crystal under test, achieving qualitative characterization of surface shapes. This study resolved the issue of uneven clamping force through structural improvements and established quantitative correlations between clamping force and surface shape changes.Z. Li, L. Xue, S. Si, X. Li  Shanghai Advanced Research Institute",https://meow.elettra.eu/88/pdf/WEP72.pdf,False,https://doi.org/10.18429/JACoW-MEDSI2025-WEP72,2,,
